chain_name,school_borough,school_geometry,school_grades,school_name,school_type,store_borough,store_geometry,uhf34_borough,uhf34_geoname,vincenty
Dunkin Donuts,BRONX,POINT (-73.85236887467222 40.88796192411207),"06,07,08,09,10,11,12,SE",ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,Secondary School,Bronx,POINT (-73.85697500000001 40.893113),Bronx,Northeast Bronx,0.4295591248696403
McDonalds,BRONX,POINT (-73.85236887467222 40.88796192411207),"06,07,08,09,10,11,12,SE",ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,Secondary School,BRONX,POINT (-73.857473 40.892779),Bronx,Northeast Bronx,0.426530806321723
Subway,BRONX,POINT (-73.85236887467222 40.88796192411207),"06,07,08,09,10,11,12,SE",ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,Secondary School,Bronx,POINT (-73.8492 40.8905),Bronx,Northeast Bronx,0.24126869109212673
Subway,BRONX,POINT (-73.85236887467222 40.88796192411207),"06,07,08,09,10,11,12,SE",ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,Secondary School,Bronx,POINT (-73.8604 40.8879),Bronx,Northeast Bronx,0.4205927047025774
Dunkin Donuts,MANHATTAN,POINT (-73.95577251244785 40.8156478185202),"06,07,08,09,10,11,12,SE",ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Secondary School,New York,POINT (-73.95466399999999 40.821148),Manhattan,Central Harlem - Morningside Heights,0.383954842915928
Subway,MANHATTAN,POINT (-73.95577251244785 40.8156478185202),"06,07,08,09,10,11,12,SE",ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Secondary School,New York,POINT (-73.9533 40.8104),Manhattan,Central Harlem - Morningside Heights,0.3846192075000128
McDonalds,MANHATTAN,POINT (-73.95577251244785 40.8156478185202),"06,07,08,09,10,11,12,SE",ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Secondary School,NEW YORK,POINT (-73.953039 40.81078),Manhattan,Central Harlem - Morningside Heights,0.36518987064394726
McDonalds,MANHATTAN,POINT (-73.95577251244785 40.8156478185202),"06,07,08,09,10,11,12,SE",ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Secondary School,NEW YORK,POINT (-73.958916 40.815941),Manhattan,Central Harlem - Morningside Heights,0.16603274889098635
Dunkin Donuts,MANHATTAN,POINT (-73.95577251244785 40.8156478185202),"06,07,08,09,10,11,12,SE",ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Secondary School,New York,POINT (-73.95226700000001 40.811),Manhattan,Central Harlem - Morningside Heights,0.3696404582000845
Dunkin Donuts,MANHATTAN,POINT (-73.95577251244785 40.8156478185202),"06,07,08,09,10,11,12,SE",ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Secondary School,NEW YORK,POINT (-73.95614 40.81362),Manhattan,Central Harlem - Morningside Heights,0.1412465846741212
McDonalds,MANHATTAN,POINT (-73.95577251244785 40.8156478185202),"06,07,08,09,10,11,12,SE",ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Secondary School,NEW YORK,POINT (-73.953332 40.822008),Manhattan,Central Harlem - Morningside Heights,0.4571422226518426
Dunkin Donuts,BROOKLYN,POINT (-73.96029207016724 40.71189836432441),"09,10,11,12,SE",ACADEMY FOR YOUNG WRITERS,High school,Kings,POINT (-73.958975 40.708582),Brooklyn,Greenpoint,0.2390579422826611
McDonalds,BROOKLYN,POINT (-73.96029207016724 40.71189836432441),"09,10,11,12,SE",ACADEMY FOR YOUNG WRITERS,High school,BROOKLYN,POINT (-73.959017 40.70893),Brooklyn,Greenpoint,0.2154881345766515
Dunkin Donuts,BROOKLYN,POINT (-73.96029207016724 40.71189836432441),"09,10,11,12,SE",ACADEMY FOR YOUNG WRITERS,High school,Kings,POINT (-73.95791199999999 40.7178),Brooklyn,Greenpoint,0.42596826681158784
McDonalds,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,BROOKLYN,POINT (-73.96169 40.654762),Brooklyn,East Flatbush - Flatbush,0.41049862012637944
McDonalds,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,BROOKLYN,POINT (-73.958168 40.648705),Brooklyn,East Flatbush - Flatbush,0.05146643520380176
Dunkin Donuts,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,Kings,POINT (-73.959681 40.655372),Brooklyn,East Flatbush - Flatbush,0.41620396431257384
Dunkin Donuts,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,Kings,POINT (-73.95874000000001 40.65056),Brooklyn,East Flatbush - Flatbush,0.08217003311883857
Dunkin Donuts,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,Kings,POINT (-73.958068 40.646449),Brooklyn,East Flatbush - Flatbush,0.20720399938736384
Dunkin Donuts,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,KINGS,POINT (-73.94942 40.65038),Brooklyn,East Flatbush - Flatbush,0.4643441811605742
Burger King,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,BROOKLYN,POINT (-73.958049 40.64736),Brooklyn,East Flatbush - Flatbush,0.14441516454461195
Burger King,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,Brooklyn,POINT (-73.94967 40.650804),Brooklyn,East Flatbush - Flatbush,0.45640912752708385
Subway,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,Brooklyn,POINT (-73.95950000000001 40.655),Brooklyn,East Flatbush - Flatbush,0.38921794114012037
Subway,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,Brooklyn,POINT (-73.9494 40.6508),Brooklyn,East Flatbush - Flatbush,0.4702530501665741
Subway,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,Brooklyn,POINT (-73.96129999999999 40.65),Brooklyn,East Flatbush - Flatbush,0.16876325522788482
Dunkin Donuts,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,Kings,POINT (-73.96382699999999 40.649034),Brooklyn,East Flatbush - Flatbush,0.2986516515718444
KFC,BROOKLYN,POINT (-73.95817080656559 40.64945087121474),"09,10,11,12,SE",ACADEMY OF  HOSPITALITY AND TOURISM,High school,Brooklyn,POINT (-73.95841 40.64848),Brooklyn,East Flatbush - Flatbush,0.06816082021852886
Dunkin Donuts,QUEENS,POINT (-73.937511467673 40.75118317126772),"09,10,11,12,SE",ACADEMY OF AMERICAN STUDIES,High school,Queens,POINT (-73.93395599999999 40.745945),Queens,Long Island City - Astoria,0.4067643205795526
Dunkin Donuts,QUEENS,POINT (-73.937511467673 40.75118317126772),"09,10,11,12,SE",ACADEMY OF AMERICAN STUDIES,High school,Queens,POINT (-73.939741 40.750853),Queens,Long Island City - Astoria,0.1191932467775989
Dunkin Donuts,BRONX,POINT (-73.91820834905397 40.80998555607045),"06,07,08,SE",ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,Junior High-Intermediate-Middle,Bronx,POINT (-73.92218099999999 40.804447),Bronx,South Bronx,0.4352539165112558
KFC,BRONX,POINT (-73.91820834905397 40.80998555607045),"06,07,08,SE",ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,Junior High-Intermediate-Middle,Bronx,POINT (-73.91848899999999 40.816478),Bronx,South Bronx,0.4482426260974404
McDonalds,BRONX,POINT (-73.91820834905397 40.80998555607045),"06,07,08,SE",ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,Junior High-Intermediate-Middle,BRONX,POINT (-73.925667 40.80632),Bronx,South Bronx,0.46573051272971605
McDonalds,BRONX,POINT (-73.91820834905397 40.80998555607045),"06,07,08,SE",ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,Junior High-Intermediate-Middle,BRONX,POINT (-73.917053 40.816261),Bronx,South Bronx,0.43724306794561835
Dunkin Donuts,BRONX,POINT (-73.91820834905397 40.80998555607045),"06,07,08,SE",ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,Junior High-Intermediate-Middle,Bronx,POINT (-73.924989 40.81007),Bronx,South Bronx,0.3555504711148884
Dunkin Donuts,BRONX,POINT (-73.91820834905397 40.80998555607045),"06,07,08,SE",ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,Junior High-Intermediate-Middle,Bronx,POINT (-73.911146 40.805335),Bronx,South Bronx,0.4899902722078331
Dunkin Donuts,BRONX,POINT (-73.91820834905397 40.80998555607045),"06,07,08,SE",ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,Junior High-Intermediate-Middle,Bronx,POINT (-73.915903 40.815526),Bronx,South Bronx,0.40095936828681994
Subway,BRONX,POINT (-73.91820834905397 40.80998555607045),"06,07,08,SE",ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,Junior High-Intermediate-Middle,Bronx,POINT (-73.9169 40.8159),Bronx,South Bronx,0.41384109612983533
Burger King,BROOKLYN,POINT (-73.94591895642709 40.68188966909651),"06,07,08,09,10,11,SE",ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,Secondary School,BROOKLYN,POINT (-73.949369 40.680531),Brooklyn,Bedford Stuyvesant - Crown Heights,0.20404439102068875
KFC,BROOKLYN,POINT (-73.94591895642709 40.68188966909651),"06,07,08,09,10,11,SE",ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,Secondary School,Brooklyn,POINT (-73.94936300000001 40.680314),Brooklyn,Bedford Stuyvesant - Crown Heights,0.21107300817097707
Subway,BROOKLYN,POINT (-73.94591895642709 40.68188966909651),"06,07,08,09,10,11,SE",ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,Secondary School,Brooklyn,POINT (-73.941 40.6801),Brooklyn,Bedford Stuyvesant - Crown Heights,0.28638752463177036
Dunkin Donuts,BROOKLYN,POINT (-73.94591895642709 40.68188966909651),"06,07,08,09,10,11,SE",ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,Secondary School,Kings,POINT (-73.948915 40.680482),Brooklyn,Bedford Stuyvesant - Crown Heights,0.18494321513240997
McDonalds,BROOKLYN,POINT (-73.94591895642709 40.68188966909651),"06,07,08,09,10,11,SE",ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,Secondary School,BROOKLYN,POINT (-73.940102 40.680096),Brooklyn,Bedford Stuyvesant - Crown Heights,0.3296808507749677
McDonalds,BROOKLYN,POINT (-73.94591895642709 40.68188966909651),"06,07,08,09,10,11,SE",ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,Secondary School,BROOKLYN,POINT (-73.95034 40.680573),Brooklyn,Bedford Stuyvesant - Crown Heights,0.24937704197131147
Dunkin Donuts,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,New York,POINT (-73.94591699999999 40.790185),Manhattan,East Harlem,0.40615500322470555
McDonalds,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,NEW YORK,POINT (-73.947028 40.784657),Manhattan,East Harlem,0.2674995826259428
Dunkin Donuts,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,New York,POINT (-73.94696 40.784679),Manhattan,East Harlem,0.26377855225844127
KFC,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,Manhattan,POINT (-73.944919 40.791547),Manhattan,East Harlem,0.4695610117529046
Dunkin Donuts,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,New York,POINT (-73.94962700000001 40.784691),Manhattan,East Harlem,0.4029776010819399
Taco Bell,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,Manhattan,POINT (-73.950425 40.786546),Manhattan,East Harlem,0.4544523489209258
Taco Bell,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,New York,POINT (-73.945706 40.790449),Manhattan,East Harlem,0.4165981806625348
Dunkin Donuts,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,New York,POINT (-73.94916000000001 40.78124),Manhattan,East Harlem,0.4628396398588242
Subway,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,New York,POINT (-73.9452 40.7903),Manhattan,East Harlem,0.3954656640999747
Subway,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,New York,POINT (-73.947 40.7845),Manhattan,East Harlem,0.26756816603968875
Burger King,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,NEW YORK,POINT (-73.94610900000001 40.790382),Manhattan,East Harlem,0.42298749742951564
McDonalds,MANHATTAN,POINT (-73.94196480614093 40.78512318702643),"09,10,11,12,SE",ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,NEW YORK,POINT (-73.946077 40.789984),Manhattan,East Harlem,0.3987665408616026
Dunkin Donuts,QUEENS,POINT (-73.93697675157267 40.74428549970047),"09,10,11,12,SE",ACADEMY OF FINANCE AND  ENTERPRISE,High school,Queens,POINT (-73.93395599999999 40.745945),Queens,Long Island City - Astoria,0.19556080176155244
Dunkin Donuts,QUEENS,POINT (-73.93697675157267 40.74428549970047),"09,10,11,12,SE",ACADEMY OF FINANCE AND  ENTERPRISE,High school,Queens,POINT (-73.939741 40.750853),Queens,Long Island City - Astoria,0.4758264156177377
Dunkin Donuts,QUEENS,POINT (-73.93697675157267 40.74428549970047),"09,10,11,12,SE",ACADEMY OF FINANCE AND  ENTERPRISE,High school,Queens,POINT (-73.93445 40.73868),Queens,Long Island City - Astoria,0.408895309236774
Dunkin Donuts,QUEENS,POINT (-73.93697675157267 40.74428549970047),"09,10,11,12,SE",ACADEMY OF FINANCE AND  ENTERPRISE,High school,Queens,POINT (-73.945413 40.74576),Queens,Long Island City - Astoria,0.45427585483164773
Dunkin Donuts,STATEN ISLAND,POINT (-74.07839257519815 40.63375851583289),"PK,0K,01,02,03,SE",ACADEMY OF INNOVATIVE LEARNING,Early Childhood,Richmond,POINT (-74.07652400000001 40.631191),SI,Northern SI,0.20257126152548033
McDonalds,STATEN ISLAND,POINT (-74.07839257519815 40.63375851583289),"PK,0K,01,02,03,SE",ACADEMY OF INNOVATIVE LEARNING,Early Childhood,STATEN ISLAND,POINT (-74.076324 40.629929),SI,Northern SI,0.2857421748401267
Dunkin Donuts,BROOKLYN,POINT (-73.86962754022068 40.69314280007701),"09,10,11,SE",ACADEMY OF INNOVATIVE TECHNOLOGY,High school,Queens,POINT (-73.860428 40.692473),Brooklyn,East New York,0.4853758552383847
McDonalds,QUEENS,POINT (-73.76351167411921 40.6022497845877),"06,07,08,09,10,11,SE",ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,Secondary School,FAR ROCKAWAY,POINT (-73.755112 40.605076),Queens,Rockaway,0.48287758113771156
McDonalds,BRONX,POINT (-73.90543040049674 40.81921108257632),"06,07,08,SE",ACADEMY OF PUBLIC RELATIONS,Junior High-Intermediate-Middle,NEW YORK,POINT (-73.90198700000001 40.819665),Bronx,South Bronx,0.183205864666247
Subway,BRONX,POINT (-73.90543040049674 40.81921108257632),"06,07,08,SE",ACADEMY OF PUBLIC RELATIONS,Junior High-Intermediate-Middle,Bronx,POINT (-73.9054 40.8123),Bronx,South Bronx,0.47689146163676127
McDonalds,BRONX,POINT (-73.90543040049674 40.81921108257632),"06,07,08,SE",ACADEMY OF PUBLIC RELATIONS,Junior High-Intermediate-Middle,BRONX,POINT (-73.908607 40.825195),Bronx,South Bronx,0.4452228884664271
Dunkin Donuts,BRONX,POINT (-73.90543040049674 40.81921108257632),"06,07,08,SE",ACADEMY OF PUBLIC RELATIONS,Junior High-Intermediate-Middle,Bronx,POINT (-73.90478 40.81245),Bronx,South Bronx,0.4677826044371626
Dunkin Donuts,BRONX,POINT (-73.90543040049674 40.81921108257632),"06,07,08,SE",ACADEMY OF PUBLIC RELATIONS,Junior High-Intermediate-Middle,Bronx,POINT (-73.913456 40.819938),Bronx,South Bronx,0.42369343135616433
Dunkin Donuts,BRONX,POINT (-73.90543040049674 40.81921108257632),"06,07,08,SE",ACADEMY OF PUBLIC RELATIONS,Junior High-Intermediate-Middle,Bronx,POINT (-73.901622 40.819902),Bronx,South Bronx,0.2052557523203924
Dunkin Donuts,BRONX,POINT (-73.90543040049674 40.81921108257632),"06,07,08,SE",ACADEMY OF PUBLIC RELATIONS,Junior High-Intermediate-Middle,Bronx,POINT (-73.909232 40.824457),Bronx,South Bronx,0.41321493004913235
Subway,BRONX,POINT (-73.90543040049674 40.81921108257632),"06,07,08,SE",ACADEMY OF PUBLIC RELATIONS,Junior High-Intermediate-Middle,Bronx,POINT (-73.9105 40.823),Bronx,South Bronx,0.3727980837531833
Subway,BRONX,POINT (-73.90543040049674 40.81921108257632),"06,07,08,SE",ACADEMY OF PUBLIC RELATIONS,Junior High-Intermediate-Middle,Bronx,POINT (-73.9126 40.8202),Bronx,South Bronx,0.38198488568665745
Dunkin Donuts,BROOKLYN,POINT (-73.91173998151201 40.69680628737677),"09,10,11,12,SE",ACADEMY OF URBAN PLANNING,High school,Kings,POINT (-73.905415 40.69597),Brooklyn,Williamsburg - Bushwick,0.3371525353766897
Dunkin Donuts,BROOKLYN,POINT (-73.91173998151201 40.69680628737677),"09,10,11,12,SE",ACADEMY OF URBAN PLANNING,High school,Kings,POINT (-73.91807 40.698923),Brooklyn,Williamsburg - Bushwick,0.3631055587441569
Burger King,BROOKLYN,POINT (-73.91173998151201 40.69680628737677),"09,10,11,12,SE",ACADEMY OF URBAN PLANNING,High school,BROOKLYN,POINT (-73.918875 40.698657),Brooklyn,Williamsburg - Bushwick,0.3958749525476943
McDonalds,BROOKLYN,POINT (-73.91173998151201 40.69680628737677),"09,10,11,12,SE",ACADEMY OF URBAN PLANNING,High school,BROOKLYN,POINT (-73.91965500000001 40.699417),Brooklyn,Williamsburg - Bushwick,0.4530298390736296
Subway,BROOKLYN,POINT (-73.91173998151201 40.69680628737677),"09,10,11,12,SE",ACADEMY OF URBAN PLANNING,High school,Ridgewood,POINT (-73.90389999999999 40.7005),Brooklyn,Williamsburg - Bushwick,0.484232727169764
Dunkin Donuts,BROOKLYN,POINT (-73.91173998151201 40.69680628737677),"09,10,11,12,SE",ACADEMY OF URBAN PLANNING,High school,Queens,POINT (-73.911619 40.699917),Brooklyn,Williamsburg - Bushwick,0.21473965067265505
Dunkin Donuts,BROOKLYN,POINT (-73.91173998151201 40.69680628737677),"09,10,11,12,SE",ACADEMY OF URBAN PLANNING,High school,QUEENS,POINT (-73.90563 40.70043),Brooklyn,Williamsburg - Bushwick,0.40679585179091404
Subway,BROOKLYN,POINT (-73.91173998151201 40.69680628737677),"09,10,11,12,SE",ACADEMY OF URBAN PLANNING,High school,Brooklyn,POINT (-73.9175 40.6989),Brooklyn,Williamsburg - Bushwick,0.3352282215209234
KFC,BROOKLYN,POINT (-73.91173998151201 40.69680628737677),"09,10,11,12,SE",ACADEMY OF URBAN PLANNING,High school,Brooklyn,POINT (-73.911411 40.699474),Brooklyn,Williamsburg - Bushwick,0.18488672743185763
McDonalds,BROOKLYN,POINT (-73.91173998151201 40.69680628737677),"09,10,11,12,SE",ACADEMY OF URBAN PLANNING,High school,RIDGEWOOD,POINT (-73.91046799999999 40.699519),Brooklyn,Williamsburg - Bushwick,0.19874536500562204
McDonalds,BRONX,POINT (-73.89095737084392 40.84254800345845),"06,07,08,SE",ACCION ACADEMY,Junior High-Intermediate-Middle,BRONX,POINT (-73.893456 40.846584),Bronx,South Bronx,0.30774207640085494
Dunkin Donuts,BRONX,POINT (-73.89095737084392 40.84254800345845),"06,07,08,SE",ACCION ACADEMY,Junior High-Intermediate-Middle,Bronx,POINT (-73.88751499999999 40.83797),Bronx,South Bronx,0.3637801584297969
Dunkin Donuts,BRONX,POINT (-73.89095737084392 40.84254800345845),"06,07,08,SE",ACCION ACADEMY,Junior High-Intermediate-Middle,BRONX,POINT (-73.89734799999999 40.844363),Bronx,South Bronx,0.3575390348931835
Dunkin Donuts,BRONX,POINT (-73.89095737084392 40.84254800345845),"06,07,08,SE",ACCION ACADEMY,Junior High-Intermediate-Middle,Bronx,POINT (-73.88896099999999 40.84425),Bronx,South Bronx,0.15728161959771453
Wendys,BRONX,POINT (-73.89095737084392 40.84254800345845),"06,07,08,SE",ACCION ACADEMY,Junior High-Intermediate-Middle,BRONX,POINT (-73.897758 40.842827),Bronx,South Bronx,0.3568949050242202
Subway,BRONX,POINT (-73.89095737084392 40.84254800345845),"06,07,08,SE",ACCION ACADEMY,Junior High-Intermediate-Middle,Bronx,POINT (-73.88630000000001 40.8366),Bronx,South Bronx,0.47752300899256234
Subway,BRONX,POINT (-73.89095737084392 40.84254800345845),"06,07,08,SE",ACCION ACADEMY,Junior High-Intermediate-Middle,Bronx,POINT (-73.89360000000001 40.8465),Bronx,South Bronx,0.30584833275163215
McDonalds,BRONX,POINT (-73.89095737084392 40.84254800345845),"06,07,08,SE",ACCION ACADEMY,Junior High-Intermediate-Middle,BRONX,POINT (-73.890648 40.835464),Bronx,South Bronx,0.4890917149382536
Dunkin Donuts,BROOKLYN,POINT (-73.91305894134348 40.67437569079924),"0K,01,02,03",ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,K-12 all grades,Kings,POINT (-73.91195999999999 40.672649),Brooklyn,Bedford Stuyvesant - Crown Heights,0.132396071255673
KFC,BROOKLYN,POINT (-73.91305894134348 40.67437569079924),"0K,01,02,03",ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,K-12 all grades,Brooklyn,POINT (-73.91177999999999 40.669655),Brooklyn,Bedford Stuyvesant - Crown Heights,0.33259396512115297
McDonalds,BROOKLYN,POINT (-73.91305894134348 40.67437569079924),"0K,01,02,03",ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,K-12 all grades,BROOKLYN,POINT (-73.912406 40.669307),Brooklyn,Bedford Stuyvesant - Crown Heights,0.3514268633279009
